uid,platform_number,cycle_number,latitude,longitude,pressure,temperature,salinity,juld
143,3901831,224,-50.18681,61.64761,275.9200134277344,2.36299991607666,34.04600143432617,19723.959328703702
144,3901831,224,-50.18681,61.64761,277.8800048828125,2.380000114440918,34.053001403808594,19723.959328703702
145,3901831,224,-50.18681,61.64761,279.9200134277344,2.3889999389648438,34.060001373291016,19723.959328703702
146,3901831,224,-50.18681,61.64761,282.0,2.3889999389648438,34.0620002746582,19723.959328703702
147,3901831,224,-50.18681,61.64761,284.0400085449219,2.388000011444092,34.06399917602539,19723.959328703702
148,3901831,224,-50.18681,61.64761,285.9599914550781,2.385999917984009,34.064998626708984,19723.959328703702
149,3901831,224,-50.18681,61.64761,288.0,2.38700008392334,34.066001892089844,19723.959328703702
150,3901831,224,-50.18681,61.64761,290.0400085449219,2.3970000743865967,34.07099914550781,19723.959328703702
151,3901831,224,-50.18681,61.64761,292.0,2.3959999084472656,34.07500076293945,19723.959328703702
152,3901831,224,-50.18681,61.64761,293.9200134277344,2.4089999198913574,34.08000183105469,19723.959328703702
153,3901831,224,-50.18681,61.64761,296.0,2.4119999408721924,34.08399963378906,19723.959328703702
154,3901831,224,-50.18681,61.64761,298.0799865722656,2.4140000343322754,34.09000015258789,19723.959328703702
155,3901831,224,-50.18681,61.64761,300.0799865722656,2.4159998893737793,34.09400177001953,19723.959328703702
156,3901831,224,-50.18681,61.64761,302.0400085449219,2.4170000553131104,34.09600067138672,19723.959328703702
157,3901831,224,-50.18681,61.64761,303.9599914550781,2.4149999618530273,34.0989990234375,19723.959328703702
158,3901831,224,-50.18681,61.64761,305.9200134277344,2.4130001068115234,34.10100173950195,19723.959328703702
159,3901831,224,-50.18681,61.64761,307.8800048828125,2.4149999618530273,34.10499954223633,19723.959328703702
160,3901831,224,-50.18681,61.64761,310.0,2.4170000553131104,34.108001708984375,19723.959328703702
161,3901831,224,-50.18681,61.64761,312.0400085449219,2.4189999103546143,34.11199951171875,19723.959328703702
162,3901831,224,-50.18681,61.64761,313.9599914550781,2.4200000762939453,34.11600112915039,19723.959328703702
163,3901831,224,-50.18681,61.64761,316.0,2.4210000038146973,34.117000579833984,19723.959328703702
164,3901831,224,-50.18681,61.64761,318.0400085449219,2.4210000038146973,34.117000579833984,19723.959328703702
165,3901831,224,-50.18681,61.64761,320.0,2.421999931335449,34.11800003051758,19723.959328703702
166,3901831,224,-50.18681,61.64761,321.9599914550781,2.421999931335449,34.119998931884766,19723.959328703702
167,3901831,224,-50.18681,61.64761,324.0,2.4230000972747803,34.124000549316406,19723.959328703702
168,3901831,224,-50.18681,61.64761,326.0,2.4149999618530273,34.13100051879883,19723.959328703702
169,3901831,224,-50.18681,61.64761,328.0400085449219,2.4149999618530273,34.13800048828125,19723.959328703702
170,3901831,224,-50.18681,61.64761,330.0,2.4159998893737793,34.14099884033203,19723.959328703702
171,3901831,224,-50.18681,61.64761,331.9599914550781,2.4159998893737793,34.143001556396484,19723.959328703702
172,3901831,224,-50.18681,61.64761,333.9200134277344,2.4130001068115234,34.14500045776367,19723.959328703702
173,3901831,224,-50.18681,61.64761,335.8800048828125,2.4119999408721924,34.14699935913086,19723.959328703702
174,3901831,224,-50.18681,61.64761,338.0,2.4070000648498535,34.150001525878906,19723.959328703702
175,3901831,224,-50.18681,61.64761,340.0,2.4149999618530273,34.152000427246094,19723.959328703702
176,3901831,224,-50.18681,61.64761,341.9200134277344,2.4260001182556152,34.154998779296875,19723.959328703702
177,3901831,224,-50.18681,61.64761,343.9200134277344,2.437000036239624,34.15599822998047,19723.959328703702
178,3901831,224,-50.18681,61.64761,345.9599914550781,2.4519999027252197,34.159000396728516,19723.959328703702
179,3901831,224,-50.18681,61.64761,348.0400085449219,2.4519999027252197,34.16400146484375,19723.959328703702
180,3901831,224,-50.18681,61.64761,350.0,2.444000005722046,34.167999267578125,19723.959328703702
181,3901831,224,-50.18681,61.64761,351.9200134277344,2.438999891281128,34.172000885009766,19723.959328703702
182,3901831,224,-50.18681,61.64761,354.0,2.434000015258789,34.17300033569336,19723.959328703702
183,3901831,224,-50.18681,61.64761,356.0400085449219,2.434000015258789,34.17300033569336,19723.959328703702
184,3901831,224,-50.18681,61.64761,358.0799865722656,2.428999900817871,34.176998138427734,19723.959328703702
185,3901831,224,-50.18681,61.64761,360.0,2.427999973297119,34.178001403808594,19723.959328703702
186,3901831,224,-50.18681,61.64761,361.9599914550781,2.4230000972747803,34.18000030517578,19723.959328703702
187,3901831,224,-50.18681,61.64761,364.0400085449219,2.4210000038146973,34.180999755859375,19723.959328703702
188,3901831,224,-50.18681,61.64761,366.0,2.4200000762939453,34.18199920654297,19723.959328703702
189,3901831,224,-50.18681,61.64761,367.9200134277344,2.4179999828338623,34.18299865722656,19723.959328703702
190,3901831,224,-50.18681,61.64761,369.9599914550781,2.4179999828338623,34.183998107910156,19723.959328703702
191,3901831,224,-50.18681,61.64761,372.0400085449219,2.4189999103546143,34.18600082397461,19723.959328703702
192,3901831,224,-50.18681,61.64761,374.0799865722656,2.4149999618530273,34.191001892089844,19723.959328703702
193,3901831,224,-50.18681,61.64761,376.0,2.4100000858306885,34.191001892089844,19723.959328703702
194,3901831,224,-50.18681,61.64761,377.8800048828125,2.4089999198913574,34.191001892089844,19723.959328703702
195,3901831,224,-50.18681,61.64761,379.9200134277344,2.3959999084472656,34.19300079345703,19723.959328703702
196,3901831,224,-50.18681,61.64761,381.9599914550781,2.3919999599456787,34.19499969482422,19723.959328703702
197,3901831,224,-50.18681,61.64761,384.0400085449219,2.3919999599456787,34.19599914550781,19723.959328703702
198,3901831,224,-50.18681,61.64761,386.0799865722656,2.3929998874664307,34.196998596191406,19723.959328703702
199,3901831,224,-50.18681,61.64761,388.0799865722656,2.3940000534057617,34.196998596191406,19723.959328703702
200,3901831,224,-50.18681,61.64761,390.1199951171875,2.3889999389648438,34.198001861572266,19723.959328703702
201,3901831,224,-50.18681,61.64761,392.0799865722656,2.388000011444092,34.20000076293945,19723.959328703702
202,3901831,224,-50.18681,61.64761,394.0400085449219,2.390000104904175,34.20399856567383,19723.959328703702
203,3901831,224,-50.18681,61.64761,396.0,2.3940000534057617,34.207000732421875,19723.959328703702
204,3901831,224,-50.18681,61.64761,397.9599914550781,2.3910000324249268,34.209999084472656,19723.959328703702
205,3901831,224,-50.18681,61.64761,399.9200134277344,2.3889999389648438,34.21099853515625,19723.959328703702
206,3901831,224,-50.18681,61.64761,402.0,2.3889999389648438,34.21200180053711,19723.959328703702
207,3901831,224,-50.18681,61.64761,404.0799865722656,2.390000104904175,34.21200180053711,19723.959328703702
208,3901831,224,-50.18681,61.64761,406.0,2.3910000324249268,34.2130012512207,19723.959328703702
209,3901831,224,-50.18681,61.64761,408.0,2.3929998874664307,34.21500015258789,19723.959328703702
210,3901831,224,-50.18681,61.64761,410.0799865722656,2.3929998874664307,34.21699905395508,19723.959328703702
211,3901831,224,-50.18681,61.64761,412.0799865722656,2.3910000324249268,34.21799850463867,19723.959328703702
212,3901831,224,-50.18681,61.64761,413.9599914550781,2.3889999389648438,34.21900177001953,19723.959328703702
213,3901831,224,-50.18681,61.64761,415.9599914550781,2.384999990463257,34.222999572753906,19723.959328703702
214,3901831,224,-50.18681,61.64761,418.0,2.3970000743865967,34.22800064086914,19723.959328703702
215,3901831,224,-50.18681,61.64761,420.0,2.4070000648498535,34.23099899291992,19723.959328703702
216,3901831,224,-50.18681,61.64761,422.0,2.4100000858306885,34.23500061035156,19723.959328703702
217,3901831,224,-50.18681,61.64761,424.0400085449219,2.4089999198913574,34.236000061035156,19723.959328703702
218,3901831,224,-50.18681,61.64761,425.9599914550781,2.4119999408721924,34.2400016784668,19723.959328703702
219,3901831,224,-50.18681,61.64761,427.9200134277344,2.4140000343322754,34.24300003051758,19723.959328703702
220,3901831,224,-50.18681,61.64761,429.9599914550781,2.4130001068115234,34.24399948120117,19723.959328703702
221,3901831,224,-50.18681,61.64761,432.0400085449219,2.4110000133514404,34.24599838256836,19723.959328703702
222,3901831,224,-50.18681,61.64761,434.0,2.4110000133514404,34.24599838256836,19723.959328703702
223,3901831,224,-50.18681,61.64761,435.9599914550781,2.4230000972747803,34.24800109863281,19723.959328703702
224,3901831,224,-50.18681,61.64761,438.0,2.421999931335449,34.250999450683594,19723.959328703702
225,3901831,224,-50.18681,61.64761,440.0799865722656,2.4159998893737793,34.25299835205078,19723.959328703702
226,3901831,224,-50.18681,61.64761,442.0400085449219,2.4140000343322754,34.25600051879883,19723.959328703702
227,3901831,224,-50.18681,61.64761,444.0,2.4140000343322754,34.25699996948242,19723.959328703702
228,3901831,224,-50.18681,61.64761,446.0400085449219,2.4089999198913574,34.25899887084961,19723.959328703702
229,3901831,224,-50.18681,61.64761,447.9599914550781,2.4079999923706055,34.2599983215332,19723.959328703702
230,3901831,224,-50.18681,61.64761,449.9200134277344,2.4089999198913574,34.263999938964844,19723.959328703702
231,3901831,224,-50.18681,61.64761,451.9200134277344,2.4149999618530273,34.266998291015625,19723.959328703702
232,3901831,224,-50.18681,61.64761,453.9599914550781,2.430999994277954,34.27199935913086,19723.959328703702
233,3901831,224,-50.18681,61.64761,456.0,2.430999994277954,34.27399826049805,19723.959328703702
234,3901831,224,-50.18681,61.64761,458.0400085449219,2.4170000553131104,34.27399826049805,19723.959328703702
235,3901831,224,-50.18681,61.64761,460.0799865722656,2.4130001068115234,34.27399826049805,19723.959328703702
236,3901831,224,-50.18681,61.64761,462.1199951171875,2.4119999408721924,34.275001525878906,19723.959328703702
237,3901831,224,-50.18681,61.64761,464.0400085449219,2.4119999408721924,34.275001525878906,19723.959328703702
238,3901831,224,-50.18681,61.64761,466.0,2.4149999618530273,34.277000427246094,19723.959328703702
239,3901831,224,-50.18681,61.64761,467.9599914550781,2.4159998893737793,34.28099822998047,19723.959328703702
240,3901831,224,-50.18681,61.64761,469.9599914550781,2.4159998893737793,34.284000396728516,19723.959328703702
241,3901831,224,-50.18681,61.64761,471.9599914550781,2.4159998893737793,34.2859992980957,19723.959328703702
242,3901831,224,-50.18681,61.64761,473.9599914550781,2.4159998893737793,34.28799819946289,19723.959328703702
243,3901831,224,-50.18681,61.64761,475.9599914550781,2.4179999828338623,34.290000915527344,19723.959328703702
244,3901831,224,-50.18681,61.64761,477.9200134277344,2.421999931335449,34.29100036621094,19723.959328703702
245,3901831,224,-50.18681,61.64761,480.0,2.424999952316284,34.29499816894531,19723.959328703702
246,3901831,224,-50.18681,61.64761,482.0400085449219,2.424999952316284,34.29899978637695,19723.959328703702
247,3901831,224,-50.18681,61.64761,484.0400085449219,2.4230000972747803,34.29899978637695,19723.959328703702
248,3901831,224,-50.18681,61.64761,486.0799865722656,2.4230000972747803,34.30099868774414,19723.959328703702
249,3901831,224,-50.18681,61.64761,487.9599914550781,2.4240000247955322,34.303001403808594,19723.959328703702
250,3901831,224,-50.18681,61.64761,490.0,2.4230000972747803,34.30500030517578,19723.959328703702
251,3901831,224,-50.18681,61.64761,492.0400085449219,2.4200000762939453,34.305999755859375,19723.959328703702
252,3901831,224,-50.18681,61.64761,494.0400085449219,2.4189999103546143,34.30699920654297,19723.959328703702
253,3901831,224,-50.18681,61.64761,496.0,2.4189999103546143,34.30799865722656,19723.959328703702
254,3901831,224,-50.18681,61.64761,498.0,2.4200000762939453,34.310001373291016,19723.959328703702
255,3901831,224,-50.18681,61.64761,500.0400085449219,2.421999931335449,34.31399917602539,19723.959328703702
256,3901831,224,-50.18681,61.64761,502.0400085449219,2.4240000247955322,34.319000244140625,19723.959328703702
257,3901831,224,-50.18681,61.64761,503.9599914550781,2.421999931335449,34.31999969482422,19723.959328703702
258,3901831,224,-50.18681,61.64761,506.0,2.4210000038146973,34.31999969482422,19723.959328703702
259,3901831,224,-50.18681,61.64761,508.0799865722656,2.4210000038146973,34.321998596191406,19723.959328703702
260,3901831,224,-50.18681,61.64761,510.0400085449219,2.421999931335449,34.323001861572266,19723.959328703702
261,3901831,224,-50.18681,61.64761,512.0,2.4260001182556152,34.32400131225586,19723.959328703702
262,3901831,224,-50.18681,61.64761,514.0,2.428999900817871,34.32500076293945,19723.959328703702
263,3901831,224,-50.18681,61.64761,515.9600219726562,2.430000066757202,34.32600021362305,19723.959328703702
264,3901831,224,-50.18681,61.64761,517.9199829101562,2.430000066757202,34.32600021362305,19723.959328703702
265,3901831,224,-50.18681,61.64761,519.8800048828125,2.431999921798706,34.32699966430664,19723.959328703702
266,3901831,224,-50.18681,61.64761,521.9600219726562,2.433000087738037,34.327999114990234,19723.959328703702
267,3901831,224,-50.18681,61.64761,524.0399780273438,2.436000108718872,34.33300018310547,19723.959328703702
268,3901831,224,-50.18681,61.64761,526.0399780273438,2.440999984741211,34.3390007019043,19723.959328703702
269,3901831,224,-50.18681,61.64761,528.0800170898438,2.443000078201294,34.34199905395508,19723.959328703702
270,3901831,224,-50.18681,61.64761,530.0399780273438,2.444999933242798,34.34400177001953,19723.959328703702
271,3901831,224,-50.18681,61.64761,532.0399780273438,2.446000099182129,34.345001220703125,19723.959328703702
272,3901831,224,-50.18681,61.64761,534.0399780273438,2.447000026702881,34.34700012207031,19723.959328703702
273,3901831,224,-50.18681,61.64761,536.0399780273438,2.450000047683716,34.3489990234375,19723.959328703702
274,3901831,224,-50.18681,61.64761,537.9600219726562,2.4489998817443848,34.35300064086914,19723.959328703702
275,3901831,224,-50.18681,61.64761,539.9199829101562,2.447999954223633,34.35499954223633,19723.959328703702
